tradition,relative_path,filename,extension,size_bytes
Hindustani,a99e07d5-20a0-467b-8dcd-aa5a095177fd/Sanjeev_Abhyankar/Soaring_Heights/Raga_Lalat_c0333b05-4593-4618-b00c-9c363c0e4b09.flatSegNyas,Raga_Lalat_c0333b05-4593-4618-b00c-9c363c0e4b09.flatSegNyas,.flatsegnyas,25948
Hindustani,a99e07d5-20a0-467b-8dcd-aa5a095177fd/Sanjeev_Abhyankar/Soaring_Heights/Raga_Lalat_c0333b05-4593-4618-b00c-9c363c0e4b09.pitch,Raga_Lalat_c0333b05-4593-4618-b00c-9c363c0e4b09.pitch,.pitch,9349776
Hindustani,a99e07d5-20a0-467b-8dcd-aa5a095177fd/Sanjeev_Abhyankar/Soaring_Heights/Raga_Lalat_c0333b05-4593-4618-b00c-9c363c0e4b09.tonicFine,Raga_Lalat_c0333b05-4593-4618-b00c-9c363c0e4b09.tonicFine,.tonicfine,25
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Bade_Ghulam_Ali_Khan/Hindustani_Vocal/Raga_Malkauns_3fc7b071-68c7-4a5a-bed5-7da6301931f4.tonic,Raga_Malkauns_3fc7b071-68c7-4a5a-bed5-7da6301931f4.tonic,.tonic,5
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Bade_Ghulam_Ali_Khan/Hindustani_Vocal/Raga_Malkauns_3fc7b071-68c7-4a5a-bed5-7da6301931f4.pitch,Raga_Malkauns_3fc7b071-68c7-4a5a-bed5-7da6301931f4.pitch,.pitch,8441725
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Bade_Ghulam_Ali_Khan/Hindustani_Vocal/Raga_Malkauns_3fc7b071-68c7-4a5a-bed5-7da6301931f4.pitchSilIntrpPP,Raga_Malkauns_3fc7b071-68c7-4a5a-bed5-7da6301931f4.pitchSilIntrpPP,.pitchsilintrppp,17772900
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Bade_Ghulam_Ali_Khan/Hindustani_Vocal/Raga_Malkauns_3fc7b071-68c7-4a5a-bed5-7da6301931f4.flatSegNyas,Raga_Malkauns_3fc7b071-68c7-4a5a-bed5-7da6301931f4.flatSegNyas,.flatsegnyas,29011
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Bade_Ghulam_Ali_Khan/Hindustani_Vocal/Raga_Malkauns_3fc7b071-68c7-4a5a-bed5-7da6301931f4.tonicFine,Raga_Malkauns_3fc7b071-68c7-4a5a-bed5-7da6301931f4.tonicFine,.tonicfine,25
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Bade_Ghulam_Ali_Khan/Hindustani_Vocal/Raga_Malkauns_3fc7b071-68c7-4a5a-bed5-7da6301931f4.taniSegKNN,Raga_Malkauns_3fc7b071-68c7-4a5a-bed5-7da6301931f4.taniSegKNN,.tanisegknn,0
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Rashid_Khan/The_Genius_Of_Ustad_Rashid_Khan/Raga_-_Malkauns_f5d3cea0-50ad-461f-9aa2-20f2434ae1e8.tonic,Raga_-_Malkauns_f5d3cea0-50ad-461f-9aa2-20f2434ae1e8.tonic,.tonic,11
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Rashid_Khan/The_Genius_Of_Ustad_Rashid_Khan/Raga_-_Malkauns_f5d3cea0-50ad-461f-9aa2-20f2434ae1e8.taniSegKNN,Raga_-_Malkauns_f5d3cea0-50ad-461f-9aa2-20f2434ae1e8.taniSegKNN,.tanisegknn,0
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Rashid_Khan/The_Genius_Of_Ustad_Rashid_Khan/Raga_-_Malkauns_f5d3cea0-50ad-461f-9aa2-20f2434ae1e8.pitch,Raga_-_Malkauns_f5d3cea0-50ad-461f-9aa2-20f2434ae1e8.pitch,.pitch,8982022
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Rashid_Khan/The_Genius_Of_Ustad_Rashid_Khan/Raga_-_Malkauns_f5d3cea0-50ad-461f-9aa2-20f2434ae1e8.tonicFine,Raga_-_Malkauns_f5d3cea0-50ad-461f-9aa2-20f2434ae1e8.tonicFine,.tonicfine,25
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Rashid_Khan/The_Genius_Of_Ustad_Rashid_Khan/Raga_-_Malkauns_f5d3cea0-50ad-461f-9aa2-20f2434ae1e8.flatSegNyas,Raga_-_Malkauns_f5d3cea0-50ad-461f-9aa2-20f2434ae1e8.flatSegNyas,.flatsegnyas,25428
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Rashid_Khan/The_Genius_Of_Ustad_Rashid_Khan/Raga_-_Malkauns_f5d3cea0-50ad-461f-9aa2-20f2434ae1e8.pitchSilIntrpPP,Raga_-_Malkauns_f5d3cea0-50ad-461f-9aa2-20f2434ae1e8.pitchSilIntrpPP,.pitchsilintrppp,18958700
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Gopal_Mishra/Kula_Sampada/Raga_Malkauns_64587462-6f9f-4439-8b48-6375a4fb1f6a.tonic,Raga_Malkauns_64587462-6f9f-4439-8b48-6375a4fb1f6a.tonic,.tonic,11
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Gopal_Mishra/Kula_Sampada/Raga_Malkauns_64587462-6f9f-4439-8b48-6375a4fb1f6a.pitchSilIntrpPP,Raga_Malkauns_64587462-6f9f-4439-8b48-6375a4fb1f6a.pitchSilIntrpPP,.pitchsilintrppp,41434450
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Gopal_Mishra/Kula_Sampada/Raga_Malkauns_64587462-6f9f-4439-8b48-6375a4fb1f6a.flatSegNyas,Raga_Malkauns_64587462-6f9f-4439-8b48-6375a4fb1f6a.flatSegNyas,.flatsegnyas,54532
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Gopal_Mishra/Kula_Sampada/Raga_Malkauns_64587462-6f9f-4439-8b48-6375a4fb1f6a.taniSegKNN,Raga_Malkauns_64587462-6f9f-4439-8b48-6375a4fb1f6a.taniSegKNN,.tanisegknn,0
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Gopal_Mishra/Kula_Sampada/Raga_Malkauns_64587462-6f9f-4439-8b48-6375a4fb1f6a.pitch,Raga_Malkauns_64587462-6f9f-4439-8b48-6375a4fb1f6a.pitch,.pitch,19983041
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Gopal_Mishra/Kula_Sampada/Raga_Malkauns_64587462-6f9f-4439-8b48-6375a4fb1f6a.tonicFine,Raga_Malkauns_64587462-6f9f-4439-8b48-6375a4fb1f6a.tonicFine,.tonicfine,25
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Ulhas_Kashalkar/Masterpieces/Malkauns_Bada_Khyal_2d207bf5-90cf-4d74-8703-b3b0d52a531f.pitchSilIntrpPP,Malkauns_Bada_Khyal_2d207bf5-90cf-4d74-8703-b3b0d52a531f.pitchSilIntrpPP,.pitchsilintrppp,28349950
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Ulhas_Kashalkar/Masterpieces/Malkauns_Bada_Khyal_2d207bf5-90cf-4d74-8703-b3b0d52a531f.taniSegKNN,Malkauns_Bada_Khyal_2d207bf5-90cf-4d74-8703-b3b0d52a531f.taniSegKNN,.tanisegknn,0
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Ulhas_Kashalkar/Masterpieces/Malkauns_Bada_Khyal_2d207bf5-90cf-4d74-8703-b3b0d52a531f.flatSegNyas,Malkauns_Bada_Khyal_2d207bf5-90cf-4d74-8703-b3b0d52a531f.flatSegNyas,.flatsegnyas,30392
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Ulhas_Kashalkar/Masterpieces/Malkauns_Bada_Khyal_2d207bf5-90cf-4d74-8703-b3b0d52a531f.tonicFine,Malkauns_Bada_Khyal_2d207bf5-90cf-4d74-8703-b3b0d52a531f.tonicFine,.tonicfine,25
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Ulhas_Kashalkar/Masterpieces/Malkauns_Bada_Khyal_2d207bf5-90cf-4d74-8703-b3b0d52a531f.pitch,Malkauns_Bada_Khyal_2d207bf5-90cf-4d74-8703-b3b0d52a531f.pitch,.pitch,13501619
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Ulhas_Kashalkar/Masterpieces/Malkauns_Bada_Khyal_2d207bf5-90cf-4d74-8703-b3b0d52a531f.tonic,Malkauns_Bada_Khyal_2d207bf5-90cf-4d74-8703-b3b0d52a531f.tonic,.tonic,11
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Ajoy_Chakrabarty/Ajoy_Chakrabarty-Vocal/Malkauns-Bandish_in_Vilambit_Ektal_4a507000-6c5a-4c8b-8922-1bfc29cba805.taniSegKNN,Malkauns-Bandish_in_Vilambit_Ektal_4a507000-6c5a-4c8b-8922-1bfc29cba805.taniSegKNN,.tanisegknn,0
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Ajoy_Chakrabarty/Ajoy_Chakrabarty-Vocal/Malkauns-Bandish_in_Vilambit_Ektal_4a507000-6c5a-4c8b-8922-1bfc29cba805.pitchSilIntrpPP,Malkauns-Bandish_in_Vilambit_Ektal_4a507000-6c5a-4c8b-8922-1bfc29cba805.pitchSilIntrpPP,.pitchsilintrppp,23473250
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Ajoy_Chakrabarty/Ajoy_Chakrabarty-Vocal/Malkauns-Bandish_in_Vilambit_Ektal_4a507000-6c5a-4c8b-8922-1bfc29cba805.tonicFine,Malkauns-Bandish_in_Vilambit_Ektal_4a507000-6c5a-4c8b-8922-1bfc29cba805.tonicFine,.tonicfine,25
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Ajoy_Chakrabarty/Ajoy_Chakrabarty-Vocal/Malkauns-Bandish_in_Vilambit_Ektal_4a507000-6c5a-4c8b-8922-1bfc29cba805.pitch,Malkauns-Bandish_in_Vilambit_Ektal_4a507000-6c5a-4c8b-8922-1bfc29cba805.pitch,.pitch,11121384
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Ajoy_Chakrabarty/Ajoy_Chakrabarty-Vocal/Malkauns-Bandish_in_Vilambit_Ektal_4a507000-6c5a-4c8b-8922-1bfc29cba805.tonic,Malkauns-Bandish_in_Vilambit_Ektal_4a507000-6c5a-4c8b-8922-1bfc29cba805.tonic,.tonic,11
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Ajoy_Chakrabarty/Ajoy_Chakrabarty-Vocal/Malkauns-Bandish_in_Vilambit_Ektal_4a507000-6c5a-4c8b-8922-1bfc29cba805.flatSegNyas,Malkauns-Bandish_in_Vilambit_Ektal_4a507000-6c5a-4c8b-8922-1bfc29cba805.flatSegNyas,.flatsegnyas,21543
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Rattan_Mohan_Sharma/Raga_Reflections/Eri_Sakhi_Mai_Kase_Kahu_Manki_Batiya_and_Maai_Garaj_Badarva_Doleri_99f1a318-f246-40cb-86b9-3639344be94d.taniSegKNN,Eri_Sakhi_Mai_Kase_Kahu_Manki_Batiya_and_Maai_Garaj_Badarva_Doleri_99f1a318-f246-40cb-86b9-3639344be94d.taniSegKNN,.tanisegknn,0
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Rattan_Mohan_Sharma/Raga_Reflections/Eri_Sakhi_Mai_Kase_Kahu_Manki_Batiya_and_Maai_Garaj_Badarva_Doleri_99f1a318-f246-40cb-86b9-3639344be94d.flatSegNyas,Eri_Sakhi_Mai_Kase_Kahu_Manki_Batiya_and_Maai_Garaj_Badarva_Doleri_99f1a318-f246-40cb-86b9-3639344be94d.flatSegNyas,.flatsegnyas,25903
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Rattan_Mohan_Sharma/Raga_Reflections/Eri_Sakhi_Mai_Kase_Kahu_Manki_Batiya_and_Maai_Garaj_Badarva_Doleri_99f1a318-f246-40cb-86b9-3639344be94d.pitch,Eri_Sakhi_Mai_Kase_Kahu_Manki_Batiya_and_Maai_Garaj_Badarva_Doleri_99f1a318-f246-40cb-86b9-3639344be94d.pitch,.pitch,10532130
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Rattan_Mohan_Sharma/Raga_Reflections/Eri_Sakhi_Mai_Kase_Kahu_Manki_Batiya_and_Maai_Garaj_Badarva_Doleri_99f1a318-f246-40cb-86b9-3639344be94d.tonic,Eri_Sakhi_Mai_Kase_Kahu_Manki_Batiya_and_Maai_Garaj_Badarva_Doleri_99f1a318-f246-40cb-86b9-3639344be94d.tonic,.tonic,11
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Rattan_Mohan_Sharma/Raga_Reflections/Eri_Sakhi_Mai_Kase_Kahu_Manki_Batiya_and_Maai_Garaj_Badarva_Doleri_99f1a318-f246-40cb-86b9-3639344be94d.tonicFine,Eri_Sakhi_Mai_Kase_Kahu_Manki_Batiya_and_Maai_Garaj_Badarva_Doleri_99f1a318-f246-40cb-86b9-3639344be94d.tonicFine,.tonicfine,25
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Rattan_Mohan_Sharma/Raga_Reflections/Eri_Sakhi_Mai_Kase_Kahu_Manki_Batiya_and_Maai_Garaj_Badarva_Doleri_99f1a318-f246-40cb-86b9-3639344be94d.pitchSilIntrpPP,Eri_Sakhi_Mai_Kase_Kahu_Manki_Batiya_and_Maai_Garaj_Badarva_Doleri_99f1a318-f246-40cb-86b9-3639344be94d.pitchSilIntrpPP,.pitchsilintrppp,22107000
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Prabha_Atre/Maalkauns/Jaako_Mana_Raam_980b4a00-6e7c-41c1-81ee-6b021d237343.tonicFine,Jaako_Mana_Raam_980b4a00-6e7c-41c1-81ee-6b021d237343.tonicFine,.tonicfine,25
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Prabha_Atre/Maalkauns/Jaako_Mana_Raam_980b4a00-6e7c-41c1-81ee-6b021d237343.pitch,Jaako_Mana_Raam_980b4a00-6e7c-41c1-81ee-6b021d237343.pitch,.pitch,9577953
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Prabha_Atre/Maalkauns/Jaako_Mana_Raam_980b4a00-6e7c-41c1-81ee-6b021d237343.flatSegNyas,Jaako_Mana_Raam_980b4a00-6e7c-41c1-81ee-6b021d237343.flatSegNyas,.flatsegnyas,25566
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Prabha_Atre/Maalkauns/Jaako_Mana_Raam_980b4a00-6e7c-41c1-81ee-6b021d237343.tonic,Jaako_Mana_Raam_980b4a00-6e7c-41c1-81ee-6b021d237343.tonic,.tonic,3
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Prabha_Atre/Maalkauns/Jaako_Mana_Raam_980b4a00-6e7c-41c1-81ee-6b021d237343.taniSegKNN,Jaako_Mana_Raam_980b4a00-6e7c-41c1-81ee-6b021d237343.taniSegKNN,.tanisegknn,0
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Prabha_Atre/Maalkauns/Jaako_Mana_Raam_980b4a00-6e7c-41c1-81ee-6b021d237343.pitchSilIntrpPP,Jaako_Mana_Raam_980b4a00-6e7c-41c1-81ee-6b021d237343.pitchSilIntrpPP,.pitchsilintrppp,20083950
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Kesarbai_Kerkar/20th_Century_Baithak_Series/Raga_Malkauns_-_Teental_5233f93f-4f1c-4ba1-9d3f-3d47a5f81d2e.pitchSilIntrpPP,Raga_Malkauns_-_Teental_5233f93f-4f1c-4ba1-9d3f-3d47a5f81d2e.pitchSilIntrpPP,.pitchsilintrppp,20581200
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Kesarbai_Kerkar/20th_Century_Baithak_Series/Raga_Malkauns_-_Teental_5233f93f-4f1c-4ba1-9d3f-3d47a5f81d2e.flatSegNyas,Raga_Malkauns_-_Teental_5233f93f-4f1c-4ba1-9d3f-3d47a5f81d2e.flatSegNyas,.flatsegnyas,36379
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Kesarbai_Kerkar/20th_Century_Baithak_Series/Raga_Malkauns_-_Teental_5233f93f-4f1c-4ba1-9d3f-3d47a5f81d2e.pitch,Raga_Malkauns_-_Teental_5233f93f-4f1c-4ba1-9d3f-3d47a5f81d2e.pitch,.pitch,9817701
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Kesarbai_Kerkar/20th_Century_Baithak_Series/Raga_Malkauns_-_Teental_5233f93f-4f1c-4ba1-9d3f-3d47a5f81d2e.taniSegKNN,Raga_Malkauns_-_Teental_5233f93f-4f1c-4ba1-9d3f-3d47a5f81d2e.taniSegKNN,.tanisegknn,0
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Kesarbai_Kerkar/20th_Century_Baithak_Series/Raga_Malkauns_-_Teental_5233f93f-4f1c-4ba1-9d3f-3d47a5f81d2e.tonicFine,Raga_Malkauns_-_Teental_5233f93f-4f1c-4ba1-9d3f-3d47a5f81d2e.tonicFine,.tonicfine,25
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Kesarbai_Kerkar/20th_Century_Baithak_Series/Raga_Malkauns_-_Teental_5233f93f-4f1c-4ba1-9d3f-3d47a5f81d2e.tonic,Raga_Malkauns_-_Teental_5233f93f-4f1c-4ba1-9d3f-3d47a5f81d2e.tonic,.tonic,11
Hindustani,"64e5fb9e-5569-4e80-8e6c-f543af9469c7/Satyasheel_Deshpande/Raag_Malkauns,_Chandrakauns___Majh_Khamaj_Thumri/Raag_Malkauns_52944bc0-4639-4760-be76-f2720a20be81.taniSegKNN",Raag_Malkauns_52944bc0-4639-4760-be76-f2720a20be81.taniSegKNN,.tanisegknn,0
Hindustani,"64e5fb9e-5569-4e80-8e6c-f543af9469c7/Satyasheel_Deshpande/Raag_Malkauns,_Chandrakauns___Majh_Khamaj_Thumri/Raag_Malkauns_52944bc0-4639-4760-be76-f2720a20be81.pitchSilIntrpPP",Raag_Malkauns_52944bc0-4639-4760-be76-f2720a20be81.pitchSilIntrpPP,.pitchsilintrppp,25725800
Hindustani,"64e5fb9e-5569-4e80-8e6c-f543af9469c7/Satyasheel_Deshpande/Raag_Malkauns,_Chandrakauns___Majh_Khamaj_Thumri/Raag_Malkauns_52944bc0-4639-4760-be76-f2720a20be81.tonicFine",Raag_Malkauns_52944bc0-4639-4760-be76-f2720a20be81.tonicFine,.tonicfine,25
Hindustani,"64e5fb9e-5569-4e80-8e6c-f543af9469c7/Satyasheel_Deshpande/Raag_Malkauns,_Chandrakauns___Majh_Khamaj_Thumri/Raag_Malkauns_52944bc0-4639-4760-be76-f2720a20be81.pitch",Raag_Malkauns_52944bc0-4639-4760-be76-f2720a20be81.pitch,.pitch,12330852
Hindustani,"64e5fb9e-5569-4e80-8e6c-f543af9469c7/Satyasheel_Deshpande/Raag_Malkauns,_Chandrakauns___Majh_Khamaj_Thumri/Raag_Malkauns_52944bc0-4639-4760-be76-f2720a20be81.flatSegNyas",Raag_Malkauns_52944bc0-4639-4760-be76-f2720a20be81.flatSegNyas,.flatsegnyas,27830
Hindustani,"64e5fb9e-5569-4e80-8e6c-f543af9469c7/Satyasheel_Deshpande/Raag_Malkauns,_Chandrakauns___Majh_Khamaj_Thumri/Raag_Malkauns_52944bc0-4639-4760-be76-f2720a20be81.tonic",Raag_Malkauns_52944bc0-4639-4760-be76-f2720a20be81.tonic,.tonic,11
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Malini_Rajurkar/Classical_Vocal/Raga_Malkauns_f149cad0-c5af-48d6-a726-ef3badb0169a.pitch,Raga_Malkauns_f149cad0-c5af-48d6-a726-ef3badb0169a.pitch,.pitch,9380613
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Malini_Rajurkar/Classical_Vocal/Raga_Malkauns_f149cad0-c5af-48d6-a726-ef3badb0169a.tonic,Raga_Malkauns_f149cad0-c5af-48d6-a726-ef3badb0169a.tonic,.tonic,4
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Malini_Rajurkar/Classical_Vocal/Raga_Malkauns_f149cad0-c5af-48d6-a726-ef3badb0169a.taniSegKNN,Raga_Malkauns_f149cad0-c5af-48d6-a726-ef3badb0169a.taniSegKNN,.tanisegknn,0
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Malini_Rajurkar/Classical_Vocal/Raga_Malkauns_f149cad0-c5af-48d6-a726-ef3badb0169a.pitchSilIntrpPP,Raga_Malkauns_f149cad0-c5af-48d6-a726-ef3badb0169a.pitchSilIntrpPP,.pitchsilintrppp,19684600
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Malini_Rajurkar/Classical_Vocal/Raga_Malkauns_f149cad0-c5af-48d6-a726-ef3badb0169a.tonicFine,Raga_Malkauns_f149cad0-c5af-48d6-a726-ef3badb0169a.tonicFine,.tonicfine,25
Hindustani,64e5fb9e-5569-4e80-8e6c-f543af9469c7/Malini_Rajurkar/Classical_Vocal/Raga_Malkauns_f149cad0-c5af-48d6-a726-ef3badb0169a.flatSegNyas,Raga_Malkauns_f149cad0-c5af-48d6-a726-ef3badb0169a.flatSegNyas,.flatsegnyas,26626
Hindustani,1e7de02f-e77f-405a-a033-f31117aaf955/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_4/Malana_Gungh_Lao_Is_Banre_Kay_Se_Sehara_3956d76d-876b-4e34-a6dd-c8ecfc057ff8.pitchSilIntrpPP,Malana_Gungh_Lao_Is_Banre_Kay_Se_Sehara_3956d76d-876b-4e34-a6dd-c8ecfc057ff8.pitchSilIntrpPP,.pitchsilintrppp,19959050
Hindustani,1e7de02f-e77f-405a-a033-f31117aaf955/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_4/Magwa_Pe_Rokey_Thharo_Ree_8718d4df-5fcb-419f-b209-5d34b2474a28.flatSegNyas,Magwa_Pe_Rokey_Thharo_Ree_8718d4df-5fcb-419f-b209-5d34b2474a28.flatSegNyas,.flatsegnyas,8488
Hindustani,1e7de02f-e77f-405a-a033-f31117aaf955/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_4/Magwa_Pe_Rokey_Thharo_Ree_8718d4df-5fcb-419f-b209-5d34b2474a28.pitchSilIntrpPP,Magwa_Pe_Rokey_Thharo_Ree_8718d4df-5fcb-419f-b209-5d34b2474a28.pitchSilIntrpPP,.pitchsilintrppp,5944650
Hindustani,1e7de02f-e77f-405a-a033-f31117aaf955/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_4/Malana_Gungh_Lao_Is_Banre_Kay_Se_Sehara_3956d76d-876b-4e34-a6dd-c8ecfc057ff8.tonicFine,Malana_Gungh_Lao_Is_Banre_Kay_Se_Sehara_3956d76d-876b-4e34-a6dd-c8ecfc057ff8.tonicFine,.tonicfine,25
Hindustani,1e7de02f-e77f-405a-a033-f31117aaf955/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_4/Dir_Tana_Dir-Dir_Ta-Dir_(Tarana)_52c68301-d913-4208-adc6-c2cf8d2003d3.tonicFine,Dir_Tana_Dir-Dir_Ta-Dir_(Tarana)_52c68301-d913-4208-adc6-c2cf8d2003d3.tonicFine,.tonicfine,25
Hindustani,1e7de02f-e77f-405a-a033-f31117aaf955/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_4/Malana_Gungh_Lao_Is_Banre_Kay_Se_Sehara_3956d76d-876b-4e34-a6dd-c8ecfc057ff8.flatSegNyas,Malana_Gungh_Lao_Is_Banre_Kay_Se_Sehara_3956d76d-876b-4e34-a6dd-c8ecfc057ff8.flatSegNyas,.flatsegnyas,23935
Hindustani,1e7de02f-e77f-405a-a033-f31117aaf955/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_4/Dir_Tana_Dir-Dir_Ta-Dir_(Tarana)_52c68301-d913-4208-adc6-c2cf8d2003d3.tonic,Dir_Tana_Dir-Dir_Ta-Dir_(Tarana)_52c68301-d913-4208-adc6-c2cf8d2003d3.tonic,.tonic,11
Hindustani,1e7de02f-e77f-405a-a033-f31117aaf955/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_4/Pratham_Man_Nirankar_Devan_Man_Mahadev_30408242-719e-4efb-a72d-fc1dc2833db7.pitchSilIntrpPP,Pratham_Man_Nirankar_Devan_Man_Mahadev_30408242-719e-4efb-a72d-fc1dc2833db7.pitchSilIntrpPP,.pitchsilintrppp,5733350
Hindustani,1e7de02f-e77f-405a-a033-f31117aaf955/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_4/Pratham_Man_Nirankar_Devan_Man_Mahadev_30408242-719e-4efb-a72d-fc1dc2833db7.tonic,Pratham_Man_Nirankar_Devan_Man_Mahadev_30408242-719e-4efb-a72d-fc1dc2833db7.tonic,.tonic,11
Hindustani,1e7de02f-e77f-405a-a033-f31117aaf955/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_4/Dir_Tana_Dir-Dir_Ta-Dir_(Tarana)_52c68301-d913-4208-adc6-c2cf8d2003d3.pitchSilIntrpPP,Dir_Tana_Dir-Dir_Ta-Dir_(Tarana)_52c68301-d913-4208-adc6-c2cf8d2003d3.pitchSilIntrpPP,.pitchsilintrppp,5409750
Hindustani,1e7de02f-e77f-405a-a033-f31117aaf955/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_4/Malana_Gungh_Lao_Is_Banre_Kay_Se_Sehara_3956d76d-876b-4e34-a6dd-c8ecfc057ff8.taniSegKNN,Malana_Gungh_Lao_Is_Banre_Kay_Se_Sehara_3956d76d-876b-4e34-a6dd-c8ecfc057ff8.taniSegKNN,.tanisegknn,0
Hindustani,1e7de02f-e77f-405a-a033-f31117aaf955/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_4/Dir_Tana_Dir-Dir_Ta-Dir_(Tarana)_52c68301-d913-4208-adc6-c2cf8d2003d3.pitch,Dir_Tana_Dir-Dir_Ta-Dir_(Tarana)_52c68301-d913-4208-adc6-c2cf8d2003d3.pitch,.pitch,2518864
Hindustani,1e7de02f-e77f-405a-a033-f31117aaf955/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_4/Magwa_Pe_Rokey_Thharo_Ree_8718d4df-5fcb-419f-b209-5d34b2474a28.tonicFine,Magwa_Pe_Rokey_Thharo_Ree_8718d4df-5fcb-419f-b209-5d34b2474a28.tonicFine,.tonicfine,25
Hindustani,1e7de02f-e77f-405a-a033-f31117aaf955/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_4/Pratham_Man_Nirankar_Devan_Man_Mahadev_30408242-719e-4efb-a72d-fc1dc2833db7.pitch,Pratham_Man_Nirankar_Devan_Man_Mahadev_30408242-719e-4efb-a72d-fc1dc2833db7.pitch,.pitch,2663062
Hindustani,1e7de02f-e77f-405a-a033-f31117aaf955/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_4/Pratham_Man_Nirankar_Devan_Man_Mahadev_30408242-719e-4efb-a72d-fc1dc2833db7.taniSegKNN,Pratham_Man_Nirankar_Devan_Man_Mahadev_30408242-719e-4efb-a72d-fc1dc2833db7.taniSegKNN,.tanisegknn,0
